concept_en,pair_name,pair_class,src_lang,layer,donor_type,kl_to_native,english_first_step_mass
moon,asm_to_ben,control_same_script,asm_Beng,25,hindi,6.29643527670855e-05,0.2802847623825073
moon,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.2794487774372101
moon,asm_to_ben,control_same_script,asm_Beng,26,roman,0.0001779120466132041,0.2819766700267792
moon,asm_to_ben,control_same_script,asm_Beng,26,devanagari,2.546806479737943e-05,0.27928465604782104
moon,asm_to_ben,control_same_script,asm_Beng,26,hindi,2.7168204772800653e-05,0.27949461340904236
moon,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.28476589918136597
moon,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.28476589918136597
moon,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.28476589918136597
moon,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.28476589918136597
star,asm_to_ben,control_same_script,asm_Beng,25,native,0.0,0.2566922903060913
star,asm_to_ben,control_same_script,asm_Beng,25,roman,0.0001116719842436803,0.2512577176094055
star,asm_to_ben,control_same_script,asm_Beng,25,devanagari,8.653126258982937e-06,0.25693848729133606
star,asm_to_ben,control_same_script,asm_Beng,25,hindi,2.554773908504794e-05,0.25677528977394104
star,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.25705426931381226
star,asm_to_ben,control_same_script,asm_Beng,26,roman,0.0001106623312457835,0.2513517439365387
star,asm_to_ben,control_same_script,asm_Beng,26,devanagari,0.00010576955386882789,0.2516641914844513
star,asm_to_ben,control_same_script,asm_Beng,26,hindi,0.0001591093408414108,0.251743346452713
star,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.2773314118385315
star,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.2773314118385315
star,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.2773314118385315
star,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.2773314118385315
flower,asm_to_ben,control_same_script,asm_Beng,25,native,0.0,0.3745035231113434
flower,asm_to_ben,control_same_script,asm_Beng,25,roman,0.0001591527179483506,0.37481948733329773
flower,asm_to_ben,control_same_script,asm_Beng,25,devanagari,0.0002686852413961334,0.385458379983902
flower,asm_to_ben,control_same_script,asm_Beng,25,hindi,4.2751235532785276e-05,0.37091004848480225
flower,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.3287304937839508
flower,asm_to_ben,control_same_script,asm_Beng,26,roman,0.0004893457740639574,0.3153570890426636
flower,asm_to_ben,control_same_script,asm_Beng,26,devanagari,0.00011855199709674084,0.3356168568134308
flower,asm_to_ben,control_same_script,asm_Beng,26,hindi,0.00012136976163357877,0.3219033479690552
flower,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.2889951169490814
flower,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.2889951169490814
flower,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.2889951169490814
flower,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.2889951169490814
tree,asm_to_ben,control_same_script,asm_Beng,25,native,0.0,0.4016840159893036
tree,asm_to_ben,control_same_script,asm_Beng,25,roman,0.002110998939039203,0.3766390383243561
tree,asm_to_ben,control_same_script,asm_Beng,25,devanagari,3.885425086006867e-05,0.40192481875419617
tree,asm_to_ben,control_same_script,asm_Beng,25,hindi,4.788846342388077e-05,0.39800921082496643
tree,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.4012775719165802
tree,asm_to_ben,control_same_script,asm_Beng,26,roman,0.000984301636568726,0.3873286545276642
tree,asm_to_ben,control_same_script,asm_Beng,26,devanagari,6.461073832589587e-05,0.39782559871673584
tree,asm_to_ben,control_same_script,asm_Beng,26,hindi,0.00012011218268246355,0.39385363459587097
tree,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.3866771161556244
tree,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.3866771161556244
tree,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.3866771161556244
tree,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.3866771161556244
river,asm_to_ben,control_same_script,asm_Beng,25,native,0.0,0.43470436334609985
river,asm_to_ben,control_same_script,asm_Beng,25,roman,0.0005329271494522946,0.43774837255477905
river,asm_to_ben,control_same_script,asm_Beng,25,devanagari,0.00011923977053274353,0.43515461683273315
river,asm_to_ben,control_same_script,asm_Beng,25,hindi,0.00017504256611366835,0.4355582594871521
river,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.4423472285270691
river,asm_to_ben,control_same_script,asm_Beng,26,roman,0.0003678298017901325,0.4436415433883667
river,asm_to_ben,control_same_script,asm_Beng,26,devanagari,0.00023642950744039886,0.43905356526374817
river,asm_to_ben,control_same_script,asm_Beng,26,hindi,0.00011248638051302302,0.44264549016952515
river,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.44660863280296326
river,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.44660863280296326
river,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.44660863280296326
river,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.44660863280296326
mountain,asm_to_ben,control_same_script,asm_Beng,25,native,0.0,0.8737289905548096
mountain,asm_to_ben,control_same_script,asm_Beng,25,roman,0.0003550783722821092,0.8797533512115479
mountain,asm_to_ben,control_same_script,asm_Beng,25,devanagari,1.4500650265621189e-06,0.8738765716552734
mountain,asm_to_ben,control_same_script,asm_Beng,25,hindi,4.5253628294014473e-05,0.8751348257064819
mountain,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.880178689956665
mountain,asm_to_ben,control_same_script,asm_Beng,26,roman,6.607045453785256e-05,0.8792257308959961
mountain,asm_to_ben,control_same_script,asm_Beng,26,devanagari,1.0157069706500096e-06,0.8802456259727478
mountain,asm_to_ben,control_same_script,asm_Beng,26,hindi,3.867329871538819e-05,0.8821303248405457
mountain,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.8863181471824646
mountain,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.8863181471824646
mountain,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.8863181471824646
mountain,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.8863181471824646
house,asm_to_ben,control_same_script,asm_Beng,25,native,0.0,0.006678159814327955
house,asm_to_ben,control_same_script,asm_Beng,25,roman,0.002951701353985815,0.00636075995862484
house,asm_to_ben,control_same_script,asm_Beng,25,devanagari,0.0010539073097317968,0.006775499787181616
house,asm_to_ben,control_same_script,asm_Beng,25,hindi,0.003484373939512579,0.006761881988495588
house,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.006842355709522963
house,asm_to_ben,control_same_script,asm_Beng,26,roman,0.0018436468604091471,0.006836643908172846
house,asm_to_ben,control_same_script,asm_Beng,26,devanagari,0.0004578351186703162,0.006867602467536926
house,asm_to_ben,control_same_script,asm_Beng,26,hindi,0.0035328925050743137,0.006947498302906752
house,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.007555991876870394
house,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.007555991876870394
house,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.007555991876870394
house,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.007555991876870394
door,asm_to_ben,control_same_script,asm_Beng,25,native,0.0,0.04250045120716095
door,asm_to_ben,control_same_script,asm_Beng,25,roman,0.0009344130813692189,0.03964250162243843
door,asm_to_ben,control_same_script,asm_Beng,25,devanagari,5.0521643340740963e-05,0.04285820946097374
door,asm_to_ben,control_same_script,asm_Beng,25,hindi,0.0001298257611198646,0.043355900794267654
door,asm_to_ben,control_same_script,asm_Beng,26,native,0.0,0.042152561247348785
door,asm_to_ben,control_same_script,asm_Beng,26,roman,0.000602463375346818,0.04050192981958389
door,asm_to_ben,control_same_script,asm_Beng,26,devanagari,5.724474201689961e-05,0.04291051626205444
door,asm_to_ben,control_same_script,asm_Beng,26,hindi,9.43180031008944e-05,0.042933717370033264
door,asm_to_ben,control_same_script,asm_Beng,27,native,0.0,0.0428980328142643
door,asm_to_ben,control_same_script,asm_Beng,27,roman,0.0,0.0428980328142643
door,asm_to_ben,control_same_script,asm_Beng,27,devanagari,0.0,0.0428980328142643
door,asm_to_ben,control_same_script,asm_Beng,27,hindi,0.0,0.0428980328142643
water,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.17671193182468414
water,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.03281954656793512,0.18288442492485046
water,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.17671193182468414
water,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.17671193182468414
water,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.1760154515504837
water,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.013934678007868706,0.1923273801803589
water,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.1760154515504837
water,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.1760154515504837
water,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.16982164978981018
water,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.16982164978981018
water,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.16982164978981018
water,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.16982164978981018
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.2244022786617279
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.0033089189535486035,0.25391730666160583
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.2244022786617279
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.2244022786617279
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.22168688476085663
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.001875882455879034,0.24252921342849731
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.22168688476085663
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.22168688476085663
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.24633832275867462
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.24633832275867462
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.24633832275867462
sun,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.24633832275867462
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.5701667070388794
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.0002857308031807796,0.5817821025848389
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.5701667070388794
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.5701667070388794
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.5701522827148438
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.0005026981344123974,0.5855175256729126
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.5701522827148438
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.5701522827148438
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.5476588606834412
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.5476588606834412
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.5476588606834412
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.5476588606834412
star,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,1.3257277714728843e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.01063569359098436,1.371280632156413e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,1.3257277714728843e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,1.3257277714728843e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,1.2462965059967246e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.0035138665779161663,1.1963405086135026e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,1.2462965059967246e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,1.2462965059967246e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,1.1869215995830018e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,1.1869215995830018e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,1.1869215995830018e-05
star,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,1.1869215995830018e-05
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.510273277759552
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.00369969658181199,0.5418124198913574
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.510273277759552
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.510273277759552
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.4668935239315033
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.0008130232304039108,0.48370692133903503
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.4668935239315033
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.4668935239315033
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.4157559871673584
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.4157559871673584
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.4157559871673584
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.4157559871673584
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.5908187627792358
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,6.811072509474417e-05,0.5927645564079285
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.5908187627792358
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.5908187627792358
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.5861659646034241
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,6.4371127642932656e-06,0.5860849022865295
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.5861659646034241
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.5861659646034241
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.6134572625160217
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.6134572625160217
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.6134572625160217
tree,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.6134572625160217
river,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.516752302646637
river,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.00452109048553535,0.5161186456680298
river,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.516752302646637
river,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.516752302646637
river,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.520042359828949
river,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.001730916245994461,0.5361475944519043
river,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.520042359828949
river,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.520042359828949
river,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.5482210516929626
river,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.5482210516929626
river,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.5482210516929626
river,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.5482210516929626
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.9180017113685608
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.002050712103444837,0.9212446212768555
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.9180017113685608
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.9180017113685608
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.928950309753418
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.0001163029654886117,0.9297846555709839
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.928950309753418
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.928950309753418
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.9351922273635864
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.9351922273635864
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.9351922273635864
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.9351922273635864
house,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.6598753929138184
house,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.003039362349659463,0.6368256211280823
house,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.6598753929138184
house,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.6598753929138184
house,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.6611407399177551
house,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.0019342652181898881,0.6817895174026489
house,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.6611407399177551
house,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.6611407399177551
house,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.683879554271698
house,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.683879554271698
house,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.683879554271698
house,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.683879554271698
door,hin_to_guj,control_devanagari_in_input,hin_Deva,25,native,0.0,0.45016396045684814
door,hin_to_guj,control_devanagari_in_input,hin_Deva,25,roman,0.0019391172322389162,0.468077689409256
door,hin_to_guj,control_devanagari_in_input,hin_Deva,25,devanagari,0.0,0.45016396045684814
door,hin_to_guj,control_devanagari_in_input,hin_Deva,25,hindi,0.0,0.45016396045684814
door,hin_to_guj,control_devanagari_in_input,hin_Deva,26,native,0.0,0.45411258935928345
door,hin_to_guj,control_devanagari_in_input,hin_Deva,26,roman,0.0020367089362968334,0.48144474625587463
door,hin_to_guj,control_devanagari_in_input,hin_Deva,26,devanagari,0.0,0.45411258935928345
door,hin_to_guj,control_devanagari_in_input,hin_Deva,26,hindi,0.0,0.45411258935928345
door,hin_to_guj,control_devanagari_in_input,hin_Deva,27,native,0.0,0.4575856029987335
door,hin_to_guj,control_devanagari_in_input,hin_Deva,27,roman,0.0,0.4575856029987335
door,hin_to_guj,control_devanagari_in_input,hin_Deva,27,devanagari,0.0,0.4575856029987335
door,hin_to_guj,control_devanagari_in_input,hin_Deva,27,hindi,0.0,0.4575856029987335
